0	1.58007	0	-0.999883
0.00166704	1.58006	-0.00352757	-0.999887
0.00333374	1.58	-0.00705518	-0.999896
0.00499976	1.57991	-0.0105829	-0.999911
0.00668015	1.58087	-0.0141083	-0.999355
0.00834773	1.58071	-0.0176359	-0.99938
0.0100135	1.58051	-0.0211635	-0.999412
0.0116771	1.58027	-0.0246914	-0.999452
0.0133383	1.57999	-0.0282197	-0.999499
0.0150315	1.58077	-0.0317433	-0.998977
0.0166908	1.58042	-0.0352716	-0.999032
0.0183462	1.58002	-0.0388006	-0.999099
0.0200448	1.5807	-0.0423227	-0.998589
0.0216964	1.58024	-0.045852	-0.998664
0.0233436	1.57974	-0.0493821	-0.998745
0.0250435	1.58029	-0.0529037	-0.998261
0.0266844	1.57973	-0.0564344	-0.998354
0.0283859	1.58021	-0.0599564	-0.997877
0.0300887	1.58065	-0.0634773	-0.997407
0.0317195	1.57997	-0.0670091	-0.99752
0.0334211	1.58034	-0.07053	-0.997063
0.0350427	1.57959	-0.0740632	-0.997186
0.0367412	1.57989	-0.077584	-0.996743
0.0384404	1.58015	-0.0811045	-0.996302
0.0401387	1.58037	-0.0846251	-0.99587
0.0417408	1.57947	-0.0881609	-0.996017
0.0434339	1.57962	-0.091682	-0.995597
0.045126	1.57973	-0.0952032	-0.995181
0.0468165	1.57981	-0.0987241	-0.994771
0.0485045	1.57984	-0.102245	-0.99437
0.05019	1.57984	-0.105767	-0.993976
0.0518736	1.57981	-0.109289	-0.993584
0.0535541	1.57974	-0.112811	-0.993198
0.0552307	1.57962	-0.116334	-0.992823
0.0569039	1.57947	-0.119857	-0.99245
0.0585714	1.57928	-0.12338	-0.992089
0.0602367	1.57906	-0.126904	-0.991726
0.0618963	1.57881	-0.130427	-0.991371
0.0636972	1.57959	-0.133929	-0.990447
0.0653502	1.57926	-0.137453	-0.990104
0.0669975	1.5789	-0.140978	-0.989767
0.0686366	1.57848	-0.144504	-0.989444
0.0704317	1.57911	-0.148005	-0.988548
0.0720631	1.57863	-0.151532	-0.988228
0.0738566	1.5792	-0.155032	-0.98734
0.0754754	1.57863	-0.15856	-0.987039
0.0770874	1.57804	-0.162089	-0.986739
0.0788713	1.57849	-0.16559	-0.985874
0.0804694	1.57782	-0.16912	-0.985588
0.0822483	1.5782	-0.172622	-0.98473
0.0840233	1.57853	-0.176123	-0.983886
0.0856019	1.57775	-0.179656	-0.983614
0.0873703	1.57802	-0.183157	-0.982776
0.0891337	1.57823	-0.186659	-0.981951
0.0906884	1.57734	-0.190195	-0.981698
0.0924411	1.57748	-0.193698	-0.980886
0.0941924	1.57759	-0.197201	-0.980071
0.0959389	1.57767	-0.200704	-0.979265
0.09768	1.57769	-0.204208	-0.978467
0.0994147	1.57768	-0.207712	-0.977678
0.101147	1.57765	-0.211216	-0.976887
0.102871	1.57756	-0.214721	-0.976109
0.104591	1.57744	-0.218226	-0.975334
0.106303	1.57728	-0.221732	-0.974569
0.108009	1.57709	-0.225239	-0.973805
0.109706	1.57684	-0.22875	-0.973058
0.111398	1.57658	-0.232258	-0.972305
0.11308	1.57627	-0.235766	-0.971563
0.114753	1.57592	-0.239276	-0.970831
0.116685	1.57659	-0.242743	-0.969525
0.118345	1.57617	-0.246255	-0.9688
0.119995	1.57571	-0.249767	-0.968085
0.12164	1.57523	-0.253279	-0.967366
0.123548	1.57574	-0.256748	-0.966094
0.125172	1.57516	-0.260262	-0.965396
0.127073	1.5756	-0.263731	-0.964131
0.128679	1.57496	-0.267248	-0.963445
0.130568	1.57532	-0.270718	-0.962193
0.132152	1.57458	-0.274236	-0.961524
0.13403	1.57488	-0.277707	-0.96028
0.135592	1.57407	-0.281228	-0.959624
0.137455	1.57429	-0.2847	-0.958393
0.13931	1.57445	-0.288171	-0.957174
0.14116	1.57459	-0.291644	-0.955959
0.142677	1.57363	-0.29517	-0.95533
0.14451	1.57369	-0.298643	-0.954125
0.146331	1.57369	-0.302118	-0.952937
0.148147	1.57367	-0.305593	-0.951747
0.149956	1.57361	-0.309069	-0.950562
0.151755	1.5735	-0.312546	-0.949388
0.153544	1.57336	-0.316023	-0.948219
0.155322	1.57317	-0.319501	-0.947061
0.157091	1.57295	-0.32298	-0.945907
0.158852	1.5727	-0.32646	-0.944755
0.160602	1.5724	-0.329941	-0.943612
0.162335	1.57204	-0.333424	-0.942483
0.164063	1.57167	-0.336907	-0.941352
0.165777	1.57126	-0.340391	-0.940229
0.167853	1.57182	-0.343815	-0.938544
0.169547	1.57134	-0.3473	-0.937431
0.171226	1.5708	-0.350788	-0.93633
0.17328	1.57125	-0.354214	-0.93466
0.174931	1.57062	-0.357703	-0.933579
0.176968	1.571	-0.36113	-0.931923
0.178599	1.57031	-0.364622	-0.930845
0.180212	1.56957	-0.368116	-0.929778
0.182218	1.56983	-0.371544	-0.928144
0.184214	1.57003	-0.374974	-0.926518
0.185787	1.56918	-0.378472	-0.925471
0.187761	1.5693	-0.381903	-0.923857
0.189727	1.56938	-0.385334	-0.92225
0.191258	1.56842	-0.388837	-0.921219
0.193196	1.56842	-0.392271	-0.919629
0.195127	1.56839	-0.395705	-0.91804
0.197041	1.5683	-0.39914	-0.916465
0.198946	1.56818	-0.402576	-0.914894
0.200837	1.56801	-0.406013	-0.913331
0.202721	1.56782	-0.409452	-0.911768
0.204585	1.56757	-0.412892	-0.910221
0.206441	1.56729	-0.416333	-0.908673
0.208282	1.56697	-0.419774	-0.907133
0.210105	1.5666	-0.423217	-0.905605
0.211913	1.56619	-0.426662	-0.904083
0.213704	1.56574	-0.430108	-0.902569
0.215484	1.56525	-0.433555	-0.901059
0.217723	1.56571	-0.436925	-0.898986
0.219473	1.56514	-0.440375	-0.897489
0.221202	1.56453	-0.443826	-0.896004
0.223405	1.56485	-0.447199	-0.893952
0.225105	1.56416	-0.45066	-0.892479
0.227281	1.5644	-0.454035	-0.890442
0.228946	1.56362	-0.457492	-0.888982
0.231097	1.56378	-0.460868	-0.886958
0.232724	1.56292	-0.464329	-0.885516
0.234841	1.56298	-0.467709	-0.883512
0.23695	1.56302	-0.471087	-0.881508
0.238524	1.56204	-0.474553	-0.880084
0.240596	1.56198	-0.477935	-0.8781
0.242653	1.56187	-0.481318	-0.876125
0.244701	1.56174	-0.484701	-0.874148
0.246724	1.56155	-0.488086	-0.87219
0.248203	1.56037	-0.491562	-0.870797
0.25019	1.5601	-0.494951	-0.868852
0.252166	1.55978	-0.49834	-0.866908
0.25412	1.55943	-0.501732	-0.864975
0.256606	1.55996	-0.505032	-0.862484
0.258527	1.55952	-0.508425	-0.860566
0.260431	1.55903	-0.511822	-0.858653
0.262317	1.55851	-0.515219	-0.856744
0.264173	1.55793	-0.518618	-0.854855
0.266586	1.55825	-0.521923	-0.852398
0.268409	1.55759	-0.525327	-0.850517
0.270208	1.55688	-0.528732	-0.848645
0.272569	1.55707	-0.53204	-0.846211
0.274326	1.55627	-0.535449	-0.844355
0.276653	1.55637	-0.538758	-0.841935
0.278371	1.5555	-0.542171	-0.840089
0.280651	1.55549	-0.545484	-0.837696
0.282322	1.55454	-0.548903	-0.835866
0.284572	1.55445	-0.552219	-0.833477
0.286797	1.55431	-0.555537	-0.831102
0.289007	1.55413	-0.558857	-0.828732
0.290579	1.553	-0.562282	-0.826937
0.292747	1.55273	-0.565607	-0.82458
0.294889	1.55241	-0.568929	-0.822235
0.297009	1.55205	-0.572258	-0.819898
0.299108	1.55164	-0.575587	-0.817569
0.301188	1.55119	-0.578915	-0.815243
0.303242	1.5507	-0.582248	-0.81293
0.305908	1.55104	-0.585472	-0.810062
0.307915	1.55044	-0.588808	-0.807766
0.309902	1.54981	-0.592146	-0.805474
0.311857	1.54913	-0.595486	-0.803194
0.314444	1.54928	-0.598714	-0.800357
0.316352	1.54851	-0.60206	-0.798091
0.318229	1.54769	-0.605408	-0.795838
0.320751	1.5477	-0.608641	-0.793022
0.322575	1.54679	-0.611995	-0.790786
0.325042	1.5467	-0.615232	-0.787994
0.327494	1.54656	-0.61847	-0.785204
0.329236	1.54552	-0.621831	-0.782991
0.331635	1.54528	-0.625074	-0.780219
0.334001	1.54499	-0.628319	-0.777466
0.336352	1.54467	-0.631565	-0.77471
0.337975	1.54344	-0.634938	-0.772532
0.340269	1.54302	-0.638187	-0.769795
0.342525	1.54253	-0.641443	-0.767077
0.34477	1.54202	-0.644698	-0.764351
0.346972	1.54144	-0.647957	-0.761648
0.349861	1.54165	-0.651092	-0.758388
0.352015	1.54099	-0.654353	-0.755695
0.354136	1.54027	-0.657619	-0.753013
0.356223	1.5395	-0.660889	-0.750344
0.359006	1.5395	-0.66403	-0.74712
0.361036	1.53864	-0.667303	-0.744464
0.36303	1.53773	-0.670579	-0.74182
0.365726	1.53758	-0.673728	-0.738625
0.368398	1.53738	-0.676876	-0.735436
0.370296	1.53632	-0.680161	-0.732819
0.372899	1.53601	-0.683317	-0.729655
0.375482	1.53566	-0.686474	-0.726493
0.377274	1.53446	-0.68977	-0.723904
0.379788	1.534	-0.692931	-0.720764
0.382264	1.53349	-0.696095	-0.717638
0.384716	1.53293	-0.699262	-0.714514
0.387128	1.53232	-0.702431	-0.711404
0.389511	1.53165	-0.705603	-0.708301
0.391851	1.53093	-0.70878	-0.705213
0.394165	1.53017	-0.711957	-0.702128
0.397217	1.53012	-0.714995	-0.698499
0.399451	1.52924	-0.71818	-0.69544
0.401652	1.52832	-0.721368	-0.692387
0.4046	1.5281	-0.724413	-0.68879
0.406726	1.52708	-0.727607	-0.685756
0.409605	1.52675	-0.730658	-0.682178
0.411655	1.52563	-0.733859	-0.679162
0.414462	1.52519	-0.736915	-0.675604
0.417229	1.52469	-0.739974	-0.672059
0.419153	1.52342	-0.743186	-0.669075
0.421839	1.52281	-0.746252	-0.665552
0.424487	1.52215	-0.749322	-0.662038
0.427101	1.52144	-0.752392	-0.658531
0.429672	1.52067	-0.755467	-0.655036
0.432198	1.51985	-0.758545	-0.651554
0.435523	1.51969	-0.761465	-0.647523
0.437964	1.51875	-0.764552	-0.644063
0.440365	1.51776	-0.767641	-0.640611
0.443566	1.51742	-0.770572	-0.636614
0.445868	1.51631	-0.773671	-0.633189
0.44814	1.51517	-0.776772	-0.629764
0.451206	1.51465	-0.779713	-0.625806
0.454234	1.51407	-0.782657	-0.621855
0.456348	1.51275	-0.785773	-0.618475
0.459285	1.51206	-0.788723	-0.614546
0.462166	1.5113	-0.791681	-0.610635
0.465012	1.51049	-0.794639	-0.606727
0.467801	1.50962	-0.797604	-0.602838
0.470544	1.50869	-0.80057	-0.598958
0.473234	1.5077	-0.803543	-0.595091
0.476756	1.5073	-0.806346	-0.590687
0.47935	1.50619	-0.809324	-0.58684
0.481882	1.50502	-0.81231	-0.583013
0.485256	1.50444	-0.815125	-0.578644
0.487683	1.50315	-0.81812	-0.574839
0.490955	1.50244	-0.820941	-0.570494
0.494179	1.50167	-0.823765	-0.566159
0.496437	1.50021	-0.826774	-0.562391
0.499551	1.49931	-0.829606	-0.558082
0.502597	1.49835	-0.832447	-0.553794
0.505591	1.49732	-0.83529	-0.549515
0.508525	1.49623	-0.83814	-0.54525
0.511407	1.49508	-0.84099	-0.540996
0.515153	1.49446	-0.843662	-0.536206
0.517908	1.49318	-0.846525	-0.531982
0.521533	1.49242	-0.849204	-0.527223
0.524169	1.49102	-0.852075	-0.523024
0.527674	1.49013	-0.854764	-0.51829
0.530144	1.48858	-0.857669	-0.514126
0.53352	1.48755	-0.860369	-0.509422
0.536835	1.48646	-0.86307	-0.504733
0.540076	1.48529	-0.86578	-0.500061
0.543259	1.48407	-0.868492	-0.4954
0.546367	1.48278	-0.871212	-0.490756
0.550363	1.48195	-0.873738	-0.485585
0.553336	1.48053	-0.876467	-0.480969
0.556235	1.47904	-0.879205	-0.476366
0.560029	1.478	-0.881745	-0.471236
0.56375	1.47689	-0.884289	-0.466125
0.566426	1.4752	-0.887045	-0.461569
0.570005	1.47396	-0.889602	-0.456481
0.573493	1.47263	-0.892165	-0.451422
0.576909	1.47124	-0.894735	-0.446375
0.580247	1.46978	-0.89731	-0.441342
0.584494	1.46873	-0.89968	-0.435786
0.587679	1.46712	-0.902267	-0.430782
0.59177	1.46592	-0.904643	-0.42526
0.594775	1.46417	-0.90725	-0.420294
0.598699	1.46282	-0.909642	-0.414805
0.602528	1.46139	-0.912044	-0.409338
0.606277	1.45988	-0.914451	-0.403884
0.609943	1.4583	-0.916861	-0.398448
0.613514	1.45664	-0.91928	-0.393031
0.616992	1.45491	-0.92171	-0.38763
0.621387	1.45353	-0.923921	-0.381717
0.624679	1.45165	-0.926364	-0.376351
0.628884	1.45011	-0.928589	-0.370476
0.632993	1.44848	-0.930822	-0.364617
0.63701	1.44678	-0.933059	-0.358778
0.640929	1.445	-0.935304	-0.352956
0.644734	1.44313	-0.937561	-0.347156
0.648439	1.44119	-0.939823	-0.341375
0.653069	1.43955	-0.941859	-0.335087
0.656562	1.43746	-0.944138	-0.329345
0.66098	1.43564	-0.946188	-0.323096
0.665276	1.43374	-0.948251	-0.316871
0.669465	1.43176	-0.950319	-0.310667
0.673551	1.4297	-0.952391	-0.304479
0.678543	1.42788	-0.954237	-0.297794
0.682383	1.42565	-0.956332	-0.29165
0.687154	1.42365	-0.958186	-0.285006
0.690739	1.42126	-0.960307	-0.278905
0.695247	1.41909	-0.962184	-0.272312
0.700683	1.41712	-0.963816	-0.265224
0.704941	1.41477	-0.965711	-0.258672
0.709056	1.41234	-0.967619	-0.252148
0.71409	1.41009	-0.969281	-0.245131
0.718991	1.40775	-0.970952	-0.238138
0.723746	1.40532	-0.972633	-0.231172
0.728357	1.40279	-0.974326	-0.224231
0.732824	1.40018	-0.976028	-0.217316
0.738211	1.39771	-0.977478	-0.209909
0.743439	1.39514	-0.978938	-0.202535
0.748525	1.39247	-0.980405	-0.195181
0.753442	1.38971	-0.981887	-0.187857
0.758185	1.38685	-0.983385	-0.180568
0.763853	1.3841	-0.984615	-0.172792
0.768272	1.38106	-0.986134	-0.165555
0.773592	1.37811	-0.987392	-0.157836
0.779812	1.37522	-0.988381	-0.149648
0.784776	1.37207	-0.989663	-0.141994
0.790631	1.36896	-0.990674	-0.133867
0.795215	1.36562	-0.991989	-0.126269
0.801772	1.36245	-0.992737	-0.117711
0.807042	1.35903	-0.993794	-0.109682
